Epoch,Date,Epoch Duration (days),SOL Price (USD),Inflation Reward (SOL),Fee Reward (SOL),MEV Reward (SOL),Total Reward (SOL),Total Reward (USD),Fee Share (%),Base Fee (SOL),Priority Fee (SOL),Total Fee TX (SOL),Priority Fee (%),Burned (SOL),Net Inflation (SOL),Active Stake (SOL),Total Supply (SOL),Staked Ratio (%),Validator Count,Commission Rate (%),Commission Rev (SOL),Commission Rev (USD),Stake Accounts,Inflation APY (%),Fee APY (%),MEV APY (%),Total APY (%),FDV (USD)
474,2023-07-11,2.21,21.95,181106.6,2252.4,178.1,183537.1,4028225.0,1.23,,,,,2252.4,178854.1,266965243.0,549237510.0,48.61,3508,7.21,67036.9,1471309.0,549435,11.22,0.1395,0.011,11.37,12054523751.0
475,2023-07-13,2.21,23.21,181004.1,2319.9,254.2,183578.2,4260543.0,1.26,,,,,2319.9,178684.2,264410751.0,549416194.0,48.13,3513,7.18,67422.0,1564753.0,544233,11.32,0.1451,0.0159,11.48,12751034179.0
476,2023-07-16,2.25,27.79,180901.6,2239.7,101.8,183243.2,5092557.0,1.22,,,,,2239.7,178661.9,264987495.0,549594856.0,48.22,3516,7.21,66954.9,1860760.0,555158,11.08,0.1372,0.0062,11.23,15273928051.0
477,2023-07-18,2.21,25.81,180799.1,2219.4,84.6,183103.1,4725485.0,1.21,,,,,2219.4,178579.8,264943636.0,549773436.0,48.19,3519,7.23,66913.7,1726895.0,555919,11.29,0.1385,0.0053,11.43,14188430666.0
478,2023-07-20,2.21,26.35,180696.7,2216.9,69.3,182982.9,4821846.0,1.21,,,,,2216.9,178479.8,264962636.0,549951916.0,48.18,3533,7.23,66734.2,1758536.0,551534,11.28,0.1384,0.0043,11.42,14491977710.0
479,2023-07-22,2.21,25.59,180594.2,2234.2,68.9,182897.3,4679828.0,1.22,,,,,2234.2,178360.0,266283651.0,550130276.0,48.4,3544,7.21,65252.1,1669617.0,551850,11.22,0.1388,0.0043,11.36,14076286520.0
480,2023-07-25,2.21,23.26,180491.8,2226.4,62.4,182780.6,4251921.0,1.22,,,,,2226.4,178265.4,266417339.0,550308541.0,48.41,3559,7.21,65266.8,1518265.0,560194,11.21,0.1382,0.0039,11.35,12801514227.0
481,2023-07-27,2.21,25.14,180389.4,2174.8,29.8,182594.0,4591224.0,1.19,,,,,2174.8,178214.6,266021794.0,550486756.0,48.32,3565,7.21,65432.9,1645275.0,560057,11.22,0.1352,0.0019,11.35,13841683652.0
482,2023-07-29,2.17,25.14,180286.9,2166.6,30.3,182483.9,4586966.0,1.19,,,,,2166.6,178120.3,264402909.0,550664876.0,48.02,3570,7.22,65630.4,1649703.0,566288,11.49,0.1381,0.0019,11.63,13841669116.0
483,2023-07-31,2.17,24.26,180184.5,2194.0,164.6,182543.2,4429264.0,1.2,,,,,2194.0,177990.5,265514902.0,550842867.0,48.2,3573,7.21,65510.1,1589551.0,565729,11.44,0.1393,0.0105,11.59,13365762253.0
484,2023-08-02,2.17,23.5,180082.1,2249.9,53.0,182385.0,4285877.0,1.23,,,,,2249.9,177832.3,266187737.0,551020699.0,48.31,3579,7.19,65504.0,1539282.0,571273,11.4,0.1425,0.0034,11.55,12948469845.0
485,2023-08-05,2.17,22.69,179979.7,2231.3,48.7,182259.7,4136106.0,1.22,,,,,2231.3,177748.4,266702015.0,551198447.0,48.39,3603,7.2,66874.1,1517606.0,569343,11.38,0.141,0.0031,11.52,12508606656.0
486,2023-08-07,2.12,23.06,179877.3,2287.6,107.1,182272.0,4203977.0,1.26,,,,,2287.6,177589.7,266974875.0,551376037.0,48.42,3616,7.2,66835.4,1541513.0,575291,11.58,0.1473,0.0069,11.73,12717105397.0
487,2023-08-09,2.17,24.49,179774.9,2227.3,86.3,182088.4,4458966.0,1.22,,,,,2227.3,177547.6,267290578.0,551553585.0,48.46,3622,7.19,66669.2,1632589.0,574204,11.34,0.1405,0.0054,11.48,13506398221.0
488,2023-08-11,2.17,24.58,179672.5,2214.0,39.1,181925.5,4471773.0,1.22,,,,,2214.0,177458.5,265851600.0,551731043.0,48.18,3628,7.2,66805.8,1642102.0,586203,11.39,0.1404,0.0025,11.54,13561683145.0
489,2023-08-13,2.12,24.67,179570.1,2238.6,78.6,181887.2,4487765.0,1.23,,,,,2238.6,177331.5,268367011.0,551908375.0,48.63,3638,7.21,66422.9,1638874.0,592805,11.5,0.1434,0.005,11.65,13617419301.0
490,2023-08-16,2.17,23.37,179467.7,2382.9,152.9,182003.5,4253157.0,1.31,,,,,2382.9,177084.9,268440674.0,552085460.0,48.62,3642,7.2,66303.2,1549410.0,591447,11.27,0.1496,0.0096,11.43,12901432068.0
491,2023-08-18,2.21,21.73,179365.3,2257.6,59.6,181682.5,3948554.0,1.24,,,,,2257.6,177107.7,268317541.0,552262567.0,48.59,3648,7.2,63484.9,1379734.0,583188,11.06,0.1392,0.0037,11.2,12002468113.0
492,2023-08-20,2.17,21.84,179262.9,2235.6,37.2,181535.8,3965196.0,1.23,,,,,2235.6,177027.3,267654559.0,552439595.0,48.45,3656,7.19,66412.1,1450607.0,588142,11.29,0.1408,0.0023,11.43,12066661846.0
493,2023-08-22,2.17,20.82,179160.6,2363.0,151.3,181674.8,3781795.0,1.3,,,,,2363.0,176797.6,269166393.0,552616392.0,48.71,3658,7.19,66300.7,1380135.0,586872,11.22,0.148,0.0095,11.38,11503420163.0
494,2023-08-24,2.21,21.46,179058.2,2245.0,63.2,181366.3,3891838.0,1.24,,,,,2245.0,176813.2,267734237.0,552793205.0,48.43,3662,7.19,66517.2,1427355.0,591985,11.06,0.1387,0.0039,11.2,11862078449.0
495,2023-08-27,2.12,20.57,178955.8,2221.3,165.5,181342.6,3730733.0,1.22,,,,,2221.3,176734.5,268969681.0,552969940.0,48.64,3668,7.18,66374.0,1365502.0,592991,11.44,0.1419,0.0106,11.59,11376166094.0
496,2023-08-29,2.17,20.91,178853.5,2254.7,86.3,181194.5,3788292.0,1.24,,,,,2254.7,176598.8,269217863.0,553146539.0,48.67,3673,7.17,66407.1,1388396.0,595617,11.2,0.1412,0.0054,11.35,11564815227.0
497,2023-08-31,2.17,20.44,178751.2,2249.4,146.1,181146.7,3701789.0,1.24,,,,,2249.4,176501.7,269169908.0,553323040.0,48.65,3679,7.18,66315.3,1355173.0,594465,11.19,0.1409,0.0092,11.34,11307329246.0
498,2023-09-02,2.17,19.49,178648.8,2201.4,25.0,180875.2,3525301.0,1.22,,,,,2201.4,176447.4,269133718.0,553499488.0,48.62,3687,7.17,66119.9,1288692.0,599586,11.19,0.1379,0.0016,11.33,10787839551.0
499,2023-09-04,2.12,19.6,178546.5,2261.2,35.7,180843.4,3544900.0,1.25,,,,,2261.2,176285.3,269121205.0,553675773.0,48.61,3697,7.16,66202.0,1297696.0,598443,11.4,0.1444,0.0023,11.55,10853179423.0
500,2023-09-06,2.17,19.77,178444.2,2318.4,58.9,180821.5,3575677.0,1.28,,,,,2318.4,176125.8,269341487.0,553851899.0,48.63,3706,7.16,66116.5,1307429.0,603694,11.17,0.1451,0.0037,11.32,10952209764.0
501,2023-09-09,2.17,19.53,178341.9,2212.9,73.4,180628.2,3526821.0,1.23,,,,,2212.9,176129.0,269975144.0,554028028.0,48.73,3714,7.16,65978.6,1288252.0,611116,11.14,0.1382,0.0046,11.28,10817570382.0
502,2023-09-11,2.17,17.9,178239.6,2244.3,84.3,180568.2,3231908.0,1.24,,,,,2244.3,175995.3,269858133.0,554204023.0,48.69,3719,7.15,66114.0,1183343.0,623328,11.13,0.1402,0.0053,11.28,9919443805.0
503,2023-09-13,2.17,18.15,178137.3,2241.5,61.9,180440.7,3275545.0,1.24,,,,,2241.5,175895.8,267764526.0,554379919.0,48.3,3728,7.14,66243.5,1202519.0,606053,11.22,0.1411,0.0039,11.36,10063670222.0
504,2023-09-15,2.17,18.98,178035.0,2234.5,52.0,180321.5,3421676.0,1.24,,,,,2234.5,175800.5,269538826.0,554555720.0,48.6,3731,7.15,66063.7,1253585.0,612908,11.13,0.1398,0.0033,11.28,10522925847.0
505,2023-09-17,2.17,18.97,177932.8,2381.2,100.5,180414.4,3422681.0,1.32,,,,,2381.2,175551.6,268099649.0,554731271.0,48.33,3731,7.12,66101.0,1254016.0,612158,11.19,0.1497,0.0063,11.34,10523926369.0
506,2023-09-19,2.17,19.97,177830.5,2401.6,127.4,180359.5,3601860.0,1.33,,,,,2401.6,175428.9,270276270.0,554906700.0,48.71,3739,7.13,65845.4,1314961.0,618310,11.09,0.1498,0.0079,11.25,11081737282.0
507,2023-09-22,2.17,19.55,177728.2,2155.7,44.8,179928.6,3518148.0,1.2,,,,,2155.7,175572.5,270213840.0,555082273.0,48.68,3747,7.12,65864.6,1287851.0,617668,11.09,0.1345,0.0028,11.23,10853535241.0
508,2023-09-24,2.12,19.58,177625.9,2183.4,40.1,179849.4,3520759.0,1.21,,,,,2183.4,175442.6,273208652.0,555257715.0,49.2,3752,7.16,65689.0,1285938.0,622104,11.17,0.1374,0.0025,11.31,10869806008.0
509,2023-09-26,2.12,19.28,177523.7,2073.5,32.5,179629.8,3463911.0,1.15,,,,,2073.5,175450.2,271837638.0,555433165.0,48.94,3757,7.14,65804.1,1268941.0,619456,11.22,0.1311,0.0021,11.36,10710757160.0
510,2023-09-28,2.12,19.4,177421.6,2017.3,112.9,179551.8,3482943.0,1.12,,,,,2017.3,175404.2,274196024.0,555608570.0,49.35,3761,7.13,65638.0,1273245.0,626521,11.12,0.1265,0.0071,11.26,10777687317.0
511,2023-09-30,2.12,20.77,177319.4,2089.3,82.5,179491.2,3727458.0,1.16,,,,,2089.3,175230.2,273861448.0,555783800.0,49.27,3765,7.12,65380.2,1357737.0,625116,11.13,0.1311,0.0052,11.27,11541854101.0
512,2023-10-02,2.12,23.93,177217.2,2075.8,58.2,179351.3,4291690.0,1.16,,,,,2075.8,175141.4,272878911.0,555958941.0,49.08,3773,7.11,65579.4,1569246.0,631499,11.16,0.1308,0.0037,11.3,13303518340.0
513,2023-10-05,2.12,23.08,177115.1,2090.2,127.7,179333.0,4139349.0,1.17,,,,,2090.2,175024.9,273509139.0,556133966.0,49.18,3775,7.12,65499.6,1511855.0,630950,11.13,0.1314,0.008,11.27,12836633999.0
514,2023-10-07,2.04,23.5,177013.0,2084.3,66.1,179163.4,4211017.0,1.16,,,,,2084.3,174928.7,267103290.0,556308895.0,48.01,3780,7.1,63461.3,1491580.0,636493,11.86,0.1396,0.0044,12.0,13075364502.0
515,2023-10-09,2.0,22.62,176910.8,2207.6,81.8,179200.2,4053459.0,1.23,,,,,2207.6,174703.2,273665591.0,556483598.0,49.18,3788,7.15,62096.7,1404609.0,634808,11.81,0.1473,0.0055,11.96,12587504408.0
516,2023-10-11,2.04,22.08,176808.7,2221.4,48.4,179078.5,3954419.0,1.24,,,,,2221.4,174587.2,273808247.0,556658185.0,49.19,3806,7.15,62081.6,1370890.0,647962,11.55,0.1451,0.0032,11.7,12292153106.0
517,2023-10-13,2.04,21.49,176706.5,2054.9,49.8,178811.2,3842467.0,1.15,,,,,2054.9,174651.6,285293482.0,556832837.0,51.24,3833,7.2,58785.5,1263240.0,644358,11.08,0.1289,0.0031,11.21,11965757629.0
518,2023-10-15,2.04,21.93,176604.4,2016.4,58.0,178678.9,3918942.0,1.13,,,,,2016.4,174588.0,290868878.0,557007425.0,52.22,3840,7.21,58025.1,1272657.0,646306,10.86,0.124,0.0036,10.99,12216778091.0
519,2023-10-17,2.04,24.07,176502.4,2049.6,30.1,178582.0,4298382.0,1.15,,,,,2049.6,174452.8,297837821.0,557181878.0,53.45,3846,7.19,56782.5,1366727.0,648007,10.6,0.1231,0.0018,10.73,13411096942.0
520,2023-10-19,2.04,24.25,176400.3,1997.4,72.2,178469.9,4327425.0,1.12,,,,,1997.4,174402.8,297049876.0,557356280.0,53.3,3850,7.19,56611.6,1372681.0,652373,10.62,0.1203,0.0043,10.75,13514419000.0
521,2023-10-21,2.04,28.41,176298.2,2042.5,92.6,178433.3,5068436.0,1.14,,,,,2042.5,174255.7,297836553.0,557530536.0,53.42,3896,7.24,55168.3,1567067.0,650397,10.59,0.1227,0.0056,10.72,15836771033.0
522,2023-10-23,2.08,29.91,176196.2,2038.3,285.4,178519.9,5340083.0,1.14,,,,,2038.3,174157.9,297651936.0,557704694.0,53.37,3910,7.23,55182.3,1650673.0,657179,10.38,0.1201,0.0168,10.52,16682670862.0
523,2023-10-25,2.12,32.09,176094.2,2064.8,302.0,178461.0,5726398.0,1.16,,,,,2064.8,174029.3,299512488.0,557878723.0,53.69,3917,7.21,55256.8,1773061.0,658667,10.11,0.1185,0.0173,10.24,17901030391.0
524,2023-10-27,2.12,32.31,175992.1,2071.8,136.6,178200.5,5757702.0,1.16,,,,,2071.8,173920.3,304955429.0,558052644.0,54.65,3927,7.11,54245.5,1752685.0,666490,9.92,0.1168,0.0077,10.04,18030816555.0
525,2023-10-29,2.04,32.34,175890.1,2154.3,285.1,178329.5,5767498.0,1.21,,,,,2154.3,173735.8,303352914.0,558226379.0,54.34,3932,7.14,54081.9,1749105.0,666786,10.37,0.127,0.0168,10.52,18054049021.0
526,2023-10-31,2.04,36.33,175788.0,2156.0,1667.2,179611.2,6526024.0,1.2,,,,,2156.0,173632.0,305664278.0,558400012.0,54.74,3935,7.14,53767.6,1953602.0,673908,10.29,0.1262,0.0976,10.51,20288999085.0
527,2023-11-03,2.12,39.16,175686.0,2059.0,220.0,177964.9,6969471.0,1.16,,,,,2059.0,173627.0,305462867.0,558573639.0,54.69,3941,7.12,54048.1,2116635.0,673851,9.89,0.1159,0.0124,10.01,21874887986.0
528,2023-11-05,2.08,41.51,175584.0,2117.0,147.6,177848.6,7383244.0,1.19,,,,,2117.0,173467.0,303699282.0,558747106.0,54.35,3952,7.18,52943.9,2197925.0,679280,10.14,0.1222,0.0085,10.27,23195939865.0
529,2023-11-07,2.04,41.95,175482.0,2135.8,213.6,177831.4,7460566.0,1.2,,,,,2135.8,173346.2,303668517.0,558920452.0,54.33,3957,7.15,52832.9,2216500.0,682072,10.34,0.1258,0.0126,10.48,23448401357.0
530,2023-11-09,2.08,45.15,175380.0,2243.2,478.6,178101.8,8041413.0,1.26,,,,,2243.2,173136.9,304277591.0,559093589.0,54.42,3960,7.16,52753.4,2381849.0,690762,10.11,0.1292,0.0276,10.26,25243444373.0
531,2023-11-11,2.17,57.26,175278.0,2106.7,274.2,177658.9,10171880.0,1.19,,,,,2106.7,173171.3,304060627.0,559266760.0,54.37,3968,7.14,52778.4,3021831.0,695185,9.72,0.1168,0.0152,9.85,32020876598.0
532,2023-11-13,2.17,56.43,175176.0,2075.2,186.5,177437.7,10012633.0,1.17,,,,,2075.2,173100.9,306409464.0,559439861.0,54.77,3978,7.12,52359.6,2954600.0,703220,9.64,0.1142,0.0103,9.76,31568628021.0
533,2023-11-16,2.17,63.63,175074.1,2105.0,186.5,177365.6,11286413.0,1.19,,,,,2105.0,172969.1,303255097.0,559612830.0,54.19,3980,7.05,52673.0,3351772.0,702094,9.73,0.117,0.0104,9.86,35610185190.0
534,2023-11-18,2.17,57.54,174972.1,2126.0,238.2,177336.4,10204538.0,1.2,,,,,2126.0,172846.1,304185816.0,559785676.0,54.34,3991,7.1,51723.5,2976346.0,709741,9.7,0.1178,0.0132,9.83,32211972625.0
535,2023-11-20,2.08,59.21,174870.2,2301.9,683.0,177855.2,10531347.0,1.29,,,,,2301.9,172568.3,299704676.0,559958244.0,53.52,3991,7.05,51888.7,3072488.0,708622,10.23,0.1347,0.04,10.4,33156838631.0
536,2023-11-22,2.17,55.23,174768.2,2181.0,256.5,177205.8,9787303.0,1.23,,,,,2181.0,172587.2,301059866.0,560130832.0,53.75,4003,7.05,51827.5,2862497.0,716661,9.79,0.1221,0.0144,9.92,30936745438.0
537,2023-11-24,2.17,57.5,174666.3,2258.9,137.6,177062.8,10181671.0,1.28,,,,,2258.9,172407.4,303072642.0,560303239.0,54.09,3987,7.0,51632.2,2969013.0,718472,9.72,0.1256,0.0077,9.85,32219206638.0
538,2023-11-26,2.12,57.91,174564.4,2353.8,108.2,177026.4,10251794.0,1.33,,,,,2353.8,172210.5,304902901.0,560475449.0,54.4,3987,6.98,51477.9,2981145.0,725987,9.84,0.1327,0.0061,9.98,32457756025.0
539,2023-11-28,2.17,56.14,174462.4,2274.5,163.6,176900.5,9931654.0,1.29,,,,,2274.5,172187.9,305622022.0,560647637.0,54.51,3992,6.96,51427.7,2887287.0,728291,9.62,0.1255,0.009,9.76,31476218377.0
540,2023-12-01,2.17,60.51,174360.5,2296.0,113.7,176770.2,10695947.0,1.3,,,,,2296.0,172064.4,302355954.0,560819702.0,53.91,4005,6.92,51516.2,3117121.0,724942,9.72,0.128,0.0063,9.86,33933875993.0
541,2023-12-03,2.12,63.53,174258.5,2182.0,181.8,176622.3,11220123.0,1.24,,,,,2182.0,172076.5,300776347.0,560991778.0,53.62,4007,6.9,51547.9,3274633.0,714598,9.96,0.1247,0.0104,10.09,35637606558.0
542,2023-12-05,2.17,60.6,174156.7,2232.8,122.4,176511.9,10697400.0,1.26,,,,,2232.8,171923.8,300616648.0,561163702.0,53.57,4015,6.9,51755.5,3136612.0,719945,9.77,0.1252,0.0069,9.9,34008994921.0
543,2023-12-07,2.21,64.47,174054.8,2359.5,496.4,176910.7,11404998.0,1.33,,,,,2359.5,171695.2,299986025.0,561335397.0,53.44,4022,6.87,51735.9,3335283.0,723689,9.6,0.1301,0.0274,9.75,36187909216.0
544,2023-12-10,2.25,73.11,173952.9,2393.9,980.8,177327.6,12963711.0,1.35,,,,,2393.9,171559.0,300159525.0,561506956.0,53.46,4027,6.85,51659.2,3776599.0,730350,9.41,0.1295,0.053,9.59,41049531444.0
545,2023-12-12,2.29,69.91,173851.0,3061.3,1869.3,178781.6,12497761.0,1.71,,,,,3061.3,170789.7,301394547.0,561677746.0,53.66,4035,6.84,51421.9,3594660.0,721186,9.19,0.1619,0.0989,9.45,39264180343.0
546,2023-12-14,2.29,72.26,173748.9,3424.6,4414.8,181588.2,13120866.0,1.89,,,,,3424.6,170324.3,300170856.0,561848070.0,53.43,4038,6.8,51474.2,3719327.0,738300,9.23,0.1818,0.2344,9.64,40596976101.0
547,2023-12-16,2.25,74.53,173646.7,3266.4,2601.7,179514.8,13379293.0,1.82,,,,,3266.4,170380.3,302472145.0,562018451.0,53.82,4040,6.81,51274.5,3821502.0,746874,9.32,0.1753,0.1396,9.63,41887410751.0
548,2023-12-19,2.29,74.51,173544.6,3870.0,4003.3,181417.8,13517437.0,2.13,,,,,3870.0,169674.6,300781215.0,562188125.0,53.5,4023,6.79,51280.3,3820892.0,760240,9.2,0.2051,0.2121,9.61,41888617682.0
549,2023-12-21,2.25,87.74,173442.3,5346.8,6186.1,184975.2,16229025.0,2.89,,,,,5346.8,168095.4,300385809.0,562356221.0,53.42,4022,6.77,51210.2,4492993.0,785758,9.37,0.289,0.3343,10.0,49339006429.0
550,2023-12-23,2.25,97.92,173339.5,5417.4,3784.3,182541.1,17873933.0,2.97,,,,,5417.4,167922.1,303206779.0,562524143.0,53.9,4032,6.75,51216.6,5014994.0,773630,9.28,0.29,0.2026,9.77,55080840550.0
551,2023-12-26,2.25,113.82,173236.8,7123.2,5078.6,185438.6,21106586.0,3.84,,,,,7123.2,166113.5,293490668.0,562690256.0,52.16,4038,6.67,51960.8,5914171.0,774444,9.58,0.394,0.2809,10.26,64045307275.0
552,2023-12-28,2.25,103.08,173133.5,5744.6,2850.7,181728.8,18731874.0,3.16,,,,,5744.6,167388.8,293337942.0,562857645.0,52.12,4044,6.67,51835.0,5342943.0,778120,9.58,0.3179,0.1578,10.06,58017098990.0
553,2023-12-30,2.25,103.65,173030.7,5527.6,1625.9,180184.2,18676633.0,3.07,,,,,5527.6,167503.1,293662263.0,563025148.0,52.16,4049,6.63,51777.1,5366857.0,773890,9.56,0.3056,0.0899,9.96,58359257413.0
554,2024-01-01,2.29,105.04,172927.9,5567.4,3440.6,181935.9,19110562.0,3.06,,,,,5567.4,167360.5,292230742.0,563192509.0,51.89,4055,6.6,51682.4,5428726.0,781347,9.43,0.3036,0.1876,9.92,59157780224.0
555,2024-01-04,2.25,101.57,172825.2,4966.8,3336.5,181128.6,18397787.0,2.74,,,,,4966.8,167858.3,292982307.0,563360367.0,52.01,4061,6.54,51241.8,5204791.0,781146,9.58,0.2752,0.1849,10.04,57222253420.0
556,2024-01-06,2.29,95.8,172722.6,4733.2,2048.7,179504.5,17197385.0,2.64,,,,,4733.2,167989.5,288662159.0,563528357.0,51.22,4061,6.45,51567.0,4940363.0,775670,9.54,0.2613,0.1131,9.91,53988697226.0
557,2024-01-08,2.25,92.89,172620.2,4210.4,2226.7,179057.2,16631824.0,2.35,,,,,4210.4,168409.8,284759568.0,563696766.0,50.52,4063,6.39,52046.5,4834364.0,775273,9.84,0.24,0.1269,10.21,52359267733.0
558,2024-01-10,2.17,97.63,172517.9,3910.8,4156.2,180584.9,17630693.0,2.17,,,,,3910.8,168607.1,285204498.0,563865373.0,50.58,4065,6.32,51853.7,5062526.0,779084,10.2,0.2312,0.2457,10.67,55050763769.0
559,2024-01-13,2.17,92.92,172415.7,4130.7,2293.2,178839.7,16618089.0,2.31,,,,,4130.7,168285.0,289565654.0,564033658.0,51.34,4075,6.38,51328.9,4769566.0,780508,10.04,0.2405,0.1335,10.41,52410967181.0
560,2024-01-15,2.17,95.36,172313.5,5498.4,3176.8,180988.7,17258545.0,3.04,,,,,5498.4,166815.1,286895398.0,564200474.0,50.85,4072,6.35,51708.1,4930735.0,797401,10.12,0.3231,0.1867,10.63,53800491980.0
561,2024-01-17,2.17,99.96,172210.9,5523.9,3678.4,181413.2,18133626.0,3.04,,,,,5523.9,166686.9,288999039.0,564367160.0,51.21,4085,6.37,51371.8,5134996.0,795379,10.05,0.3222,0.2146,10.58,56412769632.0
562,2024-01-19,2.08,93.39,172108.2,5956.4,4934.8,182999.5,17089526.0,3.25,,,,,5956.4,166151.8,291082861.0,564533312.0,51.56,4096,6.33,51066.0,4768833.0,799444,10.37,0.3588,0.2972,11.02,52719315800.0
563,2024-01-21,2.04,92.7,172005.5,5467.9,4843.1,182316.5,16900927.0,3.0,,,,,5467.9,166537.6,292681481.0,564699850.0,51.83,4107,6.32,51103.7,4737368.0,800306,10.51,0.3342,0.296,11.14,52348264310.0
564,2024-01-23,2.04,82.59,171902.9,6261.3,4369.3,182533.5,15074906.0,3.43,,,,,6261.3,165641.6,289799140.0,564865491.0,51.3,4116,6.27,51408.0,4245636.0,807169,10.61,0.3865,0.2697,11.27,46650573801.0
565,2024-01-25,2.04,87.59,171800.1,6853.8,5165.2,183819.0,16099803.0,3.73,,,,,6853.8,164946.3,287914533.0,565030438.0,50.96,4127,6.22,50965.0,4463773.0,808291,10.67,0.4259,0.3209,11.42,49488230131.0
566,2024-01-27,2.04,92.56,171697.1,6709.8,5258.0,183664.9,16999476.0,3.65,,,,,6709.8,164987.3,285989871.0,565195425.0,50.6,4126,6.16,50868.7,4708255.0,812662,10.74,0.4197,0.3289,11.49,52312800812.0
567,2024-01-29,2.04,98.28,171594.2,9752.6,11323.9,192670.7,18936486.0,5.06,,,,,9752.6,161841.6,295183712.0,565357267.0,52.21,4130,6.26,50392.0,4952737.0,817432,10.4,0.5911,0.6863,11.68,55565687462.0
568,2024-02-01,2.08,95.9,171490.4,8322.5,8506.9,188319.8,18060344.0,4.42,,,,,8322.5,163168.0,288566841.0,565520435.0,51.03,4132,6.17,51093.3,4899974.0,823888,10.42,0.5056,0.5168,11.44,54234823490.0
569,2024-02-03,2.08,98.81,171387.1,6157.9,4853.4,182398.5,18023578.0,3.38,,,,,6157.9,165229.1,289135704.0,565685664.0,51.11,4136,6.17,51399.2,5078977.0,825012,10.39,0.3734,0.2943,11.06,55897836035.0
570,2024-02-05,2.12,96.4,171284.4,6419.3,4649.7,182353.4,17579148.0,3.52,,,,,6419.3,164865.1,291987909.0,565850529.0,51.6,4140,6.18,51342.1,4949453.0,826714,10.08,0.3779,0.2737,10.73,54548855481.0
571,2024-02-07,2.29,96.73,171181.6,5452.6,3647.5,180281.8,17439318.0,3.02,,,,,5452.6,165729.0,291744677.0,566016258.0,51.54,4143,6.14,51264.1,4958967.0,830371,9.35,0.2979,0.1993,9.85,54752835887.0
572,2024-02-09,2.04,105.37,171079.2,4294.6,3114.5,178488.3,18807654.0,2.41,,,,,4294.6,166784.6,291166674.0,566183043.0,51.43,4142,6.3,50730.0,5345516.0,837910,10.51,0.2639,0.1914,10.97,59659788446.0
573,2024-02-11,2.04,108.91,170977.1,5027.7,5865.6,181870.4,19807840.0,2.76,,,,,5027.7,165949.4,287954439.0,566348992.0,50.84,4110,6.27,51020.3,5556719.0,839932,10.62,0.3124,0.3644,11.3,61682110953.0
574,2024-02-13,2.08,112.86,170874.8,4615.6,4967.6,180458.0,20366598.0,2.56,,,,,4615.6,166259.2,287220061.0,566515251.0,50.7,4092,6.25,51235.7,5782493.0,848168,10.43,0.2817,0.3032,11.02,63937245643.0
575,2024-02-15,2.08,115.39,170772.7,4101.0,3619.8,178493.4,20596853.0,2.3,,,,,4101.0,166671.7,287736855.0,566681923.0,50.78,4092,6.13,51154.2,5902830.0,849724,10.41,0.2499,0.2206,10.88,65391001189.0
576,2024-02-17,2.08,108.92,170670.7,3895.0,3226.2,177791.9,19365348.0,2.19,,,,,3895.0,166775.7,287199949.0,566848699.0,50.67,4093,6.03,51164.8,5572948.0,859255,10.42,0.2378,0.1969,10.85,61741986898.0
577,2024-02-20,2.12,108.96,170568.8,3780.8,2955.4,177305.0,19318890.0,2.13,,,,,3780.8,166788.0,287485370.0,567015487.0,50.7,4083,5.59,50473.4,5499503.0,859447,10.2,0.226,0.1767,10.6,61781180516.0
578,2024-02-22,2.08,104.41,170466.9,3415.1,2940.0,176822.1,18461895.0,1.93,,,,,3415.1,167051.8,287547125.0,567182538.0,50.7,4084,5.55,50505.2,5273216.0,867869,10.39,0.2082,0.1793,10.78,59219213728.0
579,2024-02-24,2.08,102.24,170365.2,3055.6,4446.1,177866.9,18184688.0,1.72,,,,,3055.6,167309.6,290421912.0,567349848.0,51.19,4102,5.55,50010.2,5112928.0,868161,10.28,0.1845,0.2684,10.74,58004489178.0
580,2024-02-26,2.08,104.96,170263.6,3118.7,6378.7,179761.0,18867892.0,1.73,,,,,3118.7,167145.0,293364744.0,567516993.0,51.69,4104,5.49,49971.0,5245000.0,873800,10.18,0.1864,0.3812,10.74,59567135328.0
581,2024-02-28,2.08,111.43,170162.0,3075.4,6009.7,179247.1,19973954.0,1.72,,,,,3075.4,167086.6,292560106.0,567684080.0,51.54,4112,5.49,50218.4,5595959.0,868856,10.2,0.1843,0.3601,10.74,63258456190.0
582,2024-03-01,2.04,132.84,170060.4,3170.3,8237.1,181467.8,24105542.0,1.75,,,,,3170.3,166890.1,290817863.0,567850970.0,51.21,4115,5.48,50338.3,6686763.0,874561,10.46,0.195,0.5067,11.16,75431311668.0
583,2024-03-03,2.04,129.68,169958.9,4275.3,11297.9,185532.0,24059728.0,2.3,,,,,4275.3,165683.5,286074830.0,568016653.0,50.36,4115,5.46,50772.8,6584204.0,869373,10.63,0.2674,0.7065,11.6,73660202356.0
584,2024-03-05,2.04,130.33,169857.0,6928.8,17459.1,194244.9,25316619.0,3.57,,,,,6928.8,162928.1,287364177.0,568179581.0,50.58,4120,5.44,50564.0,6590191.0,875913,10.57,0.4314,1.0869,12.09,74052857135.0
585,2024-03-07,2.04,142.27,169754.3,6616.6,14631.8,191002.7,27174445.0,3.46,,,,,6616.6,163137.7,281244350.0,568342719.0,49.48,4132,5.42,51172.6,7280458.0,877409,10.8,0.4209,0.9307,12.15,80859598694.0
