Epoch,Date,Epoch Duration (days),SOL Price (USD),Inflation Reward (SOL),Fee Reward (SOL),MEV Reward (SOL),Total Reward (SOL),Total Reward (USD),Fee Share (%),Base Fee (SOL),Priority Fee (SOL),Total Fee TX (SOL),Priority Fee (%),Burned (SOL),Net Inflation (SOL),Active Stake (SOL),Total Supply (SOL),Staked Ratio (%),Validator Count,Commission Rate (%),Commission Rev (SOL),Commission Rev (USD),Stake Accounts,Inflation APY (%),Fee APY (%),MEV APY (%),Total APY (%),FDV (USD)
360,2022-10-15,2.5,29.93,192797.9,2211.2,,195009.1,5836968.0,1.13,,,,,2211.2,190586.8,268711553.0,528373545.0,50.86,2321,7.29,75764.4,2267764.0,486669,10.48,0.1202,,10.6,15815155849.0
361,2022-10-18,2.33,30.69,192695.6,2234.6,,194930.2,5982301.0,1.15,,,,,2234.6,190460.9,268693052.0,528564005.0,50.83,2329,7.32,75217.9,2308395.0,484970,11.23,0.1302,,11.36,16221335681.0
362,2022-10-20,2.38,28.92,192593.2,2335.1,0.0,194928.4,5636942.0,1.2,,,,,2335.1,190258.1,269228492.0,528754264.0,50.92,2335,7.33,75398.7,2180382.0,488398,11.0,0.1334,0.0,11.13,15290526808.0
363,2022-10-22,2.21,27.89,192490.8,2345.0,0.0,194835.8,5433942.0,1.2,,,,,2345.0,190145.8,268638592.0,528944409.0,50.79,2348,7.29,75405.0,2103034.0,489917,11.85,0.1444,0.0,12.0,14752186112.0
364,2022-10-25,2.21,29.36,192388.3,2340.5,0.0,194728.8,5717630.0,1.2,,,,,2340.5,190047.9,268670702.0,529134457.0,50.78,2353,7.23,75348.5,2212384.0,492570,11.84,0.1441,0.0,11.99,15536453282.0
365,2022-10-27,2.25,31.4,192285.9,2304.1,0.0,194590.0,6109551.0,1.18,,,,,2304.1,189981.8,269036289.0,529324439.0,50.83,2365,7.32,75626.2,2374439.0,489450,11.6,0.139,0.0,11.74,16619225143.0
366,2022-10-29,2.25,32.92,192183.5,2336.6,0.0,194520.0,6402708.0,1.2,,,,,2336.6,189846.9,268423722.0,529514286.0,50.69,2379,7.33,75966.7,2500475.0,489471,11.62,0.1413,0.0,11.76,17429183352.0
367,2022-10-31,2.29,33.07,192081.0,2071.2,0.0,194152.2,6420809.0,1.07,,,,,2071.2,190009.8,268812718.0,529704296.0,50.75,2400,7.36,75973.1,2512508.0,487373,11.39,0.1228,0.0,11.51,17517854444.0
368,2022-11-03,2.25,31.42,191978.7,1689.4,0.0,193668.1,6084392.0,0.87,,,,,1689.4,190289.2,269469775.0,529894585.0,50.85,2413,7.2,77205.5,2425534.0,493877,11.57,0.1018,0.0,11.67,16647484747.0
369,2022-11-05,2.21,35.59,191876.4,1829.7,0.0,193706.1,6894450.0,0.94,,,,,1829.7,190046.8,233778878.0,530084632.0,44.1,2414,6.9,81891.0,2914692.0,462023,13.58,0.1294,0.0,13.7,18866945227.0
370,2022-11-07,2.33,31.83,191774.1,2427.5,0.0,194201.6,6181505.0,1.25,,,,,2427.5,189346.6,246684526.0,530273978.0,46.52,2413,7.01,79631.3,2534690.0,464907,12.17,0.154,0.0,12.32,16878804855.0
371,2022-11-10,2.54,15.81,191671.6,2120.0,0.0,193791.6,3063724.0,1.09,,,,,2120.0,189551.7,250029565.0,530463530.0,47.13,2414,7.03,78765.8,1245238.0,466442,11.02,0.1218,0.0,11.14,8386296871.0
372,2022-11-12,2.54,15.32,191569.2,1935.8,0.0,193505.0,2965182.0,1.0,,,,,1935.8,189633.4,240586268.0,530653163.0,45.34,2412,7.2,75511.7,1157107.0,464358,11.44,0.1156,0.0,11.56,8131485861.0
373,2022-11-15,2.38,14.4,191466.9,1895.8,0.0,193362.6,2784999.0,0.98,,,,,1895.8,189571.1,236987444.0,530842735.0,44.64,2412,7.2,75567.7,1088401.0,459628,12.42,0.123,0.0,12.55,7645720533.0
374,2022-11-17,2.29,13.93,191364.5,1940.0,0.0,193304.5,2692383.0,1.0,,,,,1940.0,189424.5,235276926.0,531032159.0,44.31,2416,7.24,75378.9,1049891.0,460642,12.96,0.1314,0.0,13.09,7396319169.0
375,2022-11-19,2.21,12.88,191262.2,2069.7,0.0,193331.8,2489738.0,1.07,,,,,2069.7,189192.5,235182277.0,531221352.0,44.27,2414,7.21,75494.7,972225.0,460214,13.45,0.1456,0.0,13.6,6841098078.0
376,2022-11-22,2.21,11.69,191159.7,2104.2,0.0,193263.9,2258806.0,1.09,,,,,2104.2,189055.5,242206174.0,531410407.0,45.58,2414,7.3,73737.6,861821.0,461309,13.05,0.1437,0.0,13.2,6210951392.0
377,2022-11-24,2.21,14.39,191057.3,2066.1,0.0,193123.4,2778275.0,1.07,,,,,2066.1,188991.2,247243352.0,531599398.0,46.51,2416,7.29,71337.9,1026267.0,458345,12.78,0.1382,0.0,12.92,7647592636.0
378,2022-11-26,2.17,14.39,190954.9,2061.4,0.0,193016.3,2778201.0,1.07,,,,,2061.4,188893.5,251853706.0,531788292.0,47.36,2427,7.25,64114.2,922835.0,463609,12.78,0.138,0.0,12.92,7654353866.0
379,2022-11-28,2.17,13.39,190852.5,2053.8,0.0,192906.2,2582083.0,1.06,,,,,2053.8,188798.7,252814175.0,531977091.0,47.52,2424,7.26,64859.6,868157.0,460849,12.73,0.1369,0.0,12.86,7120605714.0
380,2022-11-30,2.17,13.67,190750.0,2045.2,0.0,192795.2,2635176.0,1.06,,,,,2045.2,188704.8,252127590.0,532165795.0,47.38,2426,7.26,66989.5,915630.0,464763,12.75,0.1367,0.0,12.89,7273782524.0
381,2022-12-03,2.17,13.56,190647.6,2033.1,0.0,192680.7,2611881.0,1.06,,,,,2033.1,188614.5,252264265.0,532354410.0,47.39,2431,7.24,65947.9,893955.0,460079,12.74,0.1359,0.0,12.88,7216322809.0
382,2022-12-05,2.17,13.92,190545.2,2079.9,0.0,192625.0,2681635.0,1.08,,,,,2079.9,188465.3,250581168.0,532542875.0,47.05,2436,7.24,69939.2,973661.0,459947,12.82,0.1399,0.0,12.96,7413810429.0
383,2022-12-07,2.17,13.77,190442.7,2082.7,0.0,192525.4,2652010.0,1.08,,,,,2082.7,188360.1,252017063.0,532731235.0,47.31,2423,7.24,68222.3,939752.0,457957,12.74,0.1393,0.0,12.88,7338298774.0
384,2022-12-09,2.17,13.73,190340.2,2082.0,0.0,192422.2,2641322.0,1.08,,,,,2082.0,188258.3,250654682.0,532919493.0,47.03,2435,7.21,70272.3,964607.0,462444,12.8,0.14,0.0,12.94,7315226751.0
385,2022-12-11,2.17,13.66,190237.8,2088.9,0.0,192326.7,2626315.0,1.09,,,,,2088.9,188148.8,254806894.0,533107642.0,47.8,2440,7.19,69663.0,951282.0,461219,12.59,0.1382,0.0,12.72,7279844005.0
386,2022-12-14,2.21,14.14,190135.3,2085.5,0.0,192220.8,2718896.0,1.08,,,,,2085.5,188049.8,255943436.0,533295692.0,47.99,2445,7.2,69893.1,988614.0,464277,12.29,0.1348,0.0,12.42,7543282393.0
387,2022-12-16,2.21,13.46,190032.8,2130.6,0.0,192163.4,2586166.0,1.11,,,,,2130.6,187902.2,255507759.0,533483594.0,47.89,2454,7.19,70024.5,942401.0,460186,12.3,0.1379,0.0,12.44,7179707422.0
388,2022-12-18,2.21,12.44,189930.3,2128.5,0.0,192058.8,2388625.0,1.11,,,,,2128.5,187801.8,254610133.0,533671396.0,47.71,2464,7.17,67497.8,839467.0,463644,12.34,0.1383,0.0,12.48,6637241506.0
389,2022-12-20,2.21,12.28,189827.8,2113.3,0.0,191941.2,2357797.0,1.1,,,,,2113.3,187714.5,256129680.0,533859111.0,47.98,2468,7.17,67257.6,826190.0,462301,12.26,0.1365,0.0,12.39,6557903072.0
390,2022-12-23,2.21,11.89,189725.3,2125.9,0.0,191851.2,2280611.0,1.11,,,,,2125.9,187599.4,253271863.0,534046710.0,47.43,2474,7.2,67741.5,805270.0,466671,12.39,0.1388,0.0,12.53,6348424637.0
391,2022-12-25,2.25,11.42,189622.8,2127.7,0.0,191750.5,2190384.0,1.11,,,,,2127.7,187495.1,253980992.0,534234205.0,47.54,2489,7.2,71302.5,814495.0,462492,12.12,0.136,0.0,12.26,6102605556.0
392,2022-12-27,2.25,11.11,189520.3,2202.1,0.0,191722.4,2130708.0,1.15,,,,,2202.1,187318.2,254072397.0,534421523.0,47.54,2509,7.18,71412.7,793646.0,463405,12.11,0.1407,0.0,12.25,5939297312.0
393,2022-12-29,2.29,9.38,189417.8,2205.5,0.0,191623.2,1797745.0,1.15,,,,,2205.5,187212.3,251767044.0,534608736.0,47.09,2537,7.18,74128.7,695451.0,458493,11.99,0.1396,0.0,12.13,5015520956.0
394,2023-01-01,2.29,9.91,189315.2,2279.7,0.0,191594.9,1898519.0,1.19,,,,,2279.7,187035.6,250772731.0,534795771.0,46.89,2555,7.17,74454.2,737768.0,456900,12.03,0.1449,0.0,12.18,5299306154.0
395,2023-01-03,2.42,12.18,189212.6,2648.6,0.0,191861.2,2336577.0,1.38,,,,,2648.6,186564.1,248668341.0,534982335.0,46.48,2570,7.12,75036.6,913831.0,451930,11.5,0.161,0.0,11.66,6515267511.0
396,2023-01-06,2.58,13.2,189109.9,2347.5,0.0,191457.5,2526587.0,1.23,,,,,2347.5,186762.4,252350638.0,535169098.0,47.15,2576,7.14,74190.4,979060.0,456910,10.6,0.1315,0.0,10.73,7062411029.0
397,2023-01-08,2.58,13.51,189007.3,2500.7,0.0,191508.0,2586549.0,1.31,,,,,2500.7,186506.6,252688092.0,535355604.0,47.2,2579,7.11,74190.6,1002035.0,453564,10.58,0.1399,0.0,10.72,7230628044.0
398,2023-01-11,2.58,15.94,188904.7,2587.2,0.0,191491.9,3052885.0,1.35,,,,,2587.2,186317.5,252501238.0,535541922.0,47.15,2595,7.08,73991.7,1179623.0,458729,10.58,0.1449,0.0,10.72,8537951471.0
399,2023-01-14,2.5,22.5,188802.0,2573.2,0.0,191375.2,4306260.0,1.34,,,,,2573.2,186228.8,252357804.0,535728151.0,47.11,2603,7.06,74175.6,1669074.0,455939,10.93,0.149,0.0,11.08,12054776270.0
400,2023-01-16,2.5,23.43,188699.3,2414.6,0.1,191114.0,4477051.0,1.26,,,,,2414.6,186284.7,252311770.0,535914435.0,47.08,2622,7.05,74023.1,1734072.0,458520,10.93,0.1398,0.0,11.07,12554372500.0
401,2023-01-19,2.5,21.25,188596.6,2426.5,0.0,191023.2,4059793.0,1.27,,,,,2426.5,186170.1,252642249.0,536100605.0,47.13,2628,7.06,72172.9,1533883.0,455067,10.91,0.1403,0.0,11.05,11393682877.0
402,2023-01-21,2.54,25.26,188494.0,2544.4,0.0,191038.5,4826447.0,1.33,,,,,2544.4,185949.5,244472143.0,536286555.0,45.59,2678,6.95,73443.4,1855494.0,457521,11.08,0.1496,0.0,11.23,13548888768.0
403,2023-01-24,2.5,24.45,188391.3,2468.3,1.7,190861.3,4665816.0,1.29,,,,,2468.3,185923.0,254041755.0,536472478.0,47.35,2936,7.05,72116.4,1762964.0,454278,10.83,0.142,0.0001,10.98,13114665804.0
404,2023-01-26,2.5,24.56,188288.6,2268.3,2.5,190559.4,4679703.0,1.19,,,,,2268.3,186020.3,251641722.0,536658498.0,46.89,2969,7.01,71489.0,1755605.0,459813,10.93,0.1317,0.0001,11.06,13179102874.0
405,2023-01-29,2.5,24.87,188186.0,2390.6,5.2,190581.8,4739081.0,1.25,,,,,2390.6,185795.4,250652412.0,536844294.0,46.69,2994,6.98,71545.4,1779077.0,456021,10.97,0.1393,0.0003,11.11,13349378979.0
406,2023-01-31,2.62,23.99,188083.4,2386.5,2.6,190472.4,4569513.0,1.25,,,,,2386.5,185696.9,252739258.0,537029991.0,47.06,3019,7.0,71631.2,1718463.0,454337,10.35,0.1314,0.0001,10.49,12883573235.0
407,2023-02-03,2.58,24.51,187980.7,2457.7,3.1,190441.5,4667053.0,1.29,,,,,2457.7,185523.1,251785099.0,537215514.0,46.87,3046,7.02,72380.9,1773803.0,449556,10.56,0.138,0.0002,10.69,13165268254.0
408,2023-02-06,2.5,23.29,187878.1,2533.8,3.2,190415.1,4434418.0,1.33,,,,,2533.8,185344.2,250842249.0,537400858.0,46.68,3052,7.0,72315.1,1684087.0,452881,10.94,0.1476,0.0002,11.09,12515077012.0
409,2023-02-08,2.42,23.57,187775.3,2880.1,3.7,190659.1,4493684.0,1.51,,,,,2880.1,184895.2,249453352.0,537585753.0,46.4,3062,6.96,72344.3,1705097.0,449735,11.38,0.1745,0.0002,11.55,12670466878.0
410,2023-02-11,2.54,20.42,187672.5,2494.0,3.6,190170.1,3882726.0,1.31,,,,,2494.0,185178.5,251394017.0,537770932.0,46.75,3073,6.97,73035.9,1491182.0,453646,10.73,0.1426,0.0002,10.87,10979732598.0
411,2023-02-13,2.46,20.66,187569.8,2478.9,5.7,190054.4,3927143.0,1.3,,,,,2478.9,185091.0,250329137.0,537956023.0,46.53,3103,6.96,73193.8,1512423.0,448847,11.13,0.1471,0.0003,11.28,11115927255.0
413,2023-02-18,5.12,23.37,187364.5,2537.5,3.3,189905.3,4439024.0,1.34,,,,,2537.5,184826.9,250497592.0,538140850.0,46.55,3140,6.93,73099.5,1708696.0,451183,5.33,0.0722,0.0001,5.4,12579004987.0
414,2023-02-21,2.54,25.48,187261.8,2515.1,7.2,189784.0,4835631.0,1.33,,,,,2515.1,184746.7,250768746.0,538325596.0,46.58,3152,6.94,75149.2,1914775.0,455646,10.73,0.1441,0.0004,10.88,13716349272.0
415,2023-02-23,2.54,24.17,187159.0,2526.4,5.4,189690.9,4584519.0,1.33,,,,,2526.4,184632.6,253234370.0,538510229.0,47.02,3172,6.94,75362.8,1821396.0,454499,10.62,0.1434,0.0003,10.76,13014913411.0
416,2023-02-27,3.25,22.88,187056.3,2687.9,5.9,189750.2,4340838.0,1.42,,,,,2687.9,184368.5,254313114.0,538694597.0,47.21,3173,6.94,75039.3,1716643.0,460345,8.27,0.1188,0.0003,8.39,12323499327.0
417,2023-03-01,2.38,22.46,186953.6,2731.1,6.6,189691.3,4260861.0,1.44,,,,,2731.1,184222.5,255177953.0,538878820.0,47.35,3175,7.02,74203.2,1666758.0,458335,11.27,0.1646,0.0004,11.43,12104340955.0
418,2023-03-03,2.33,21.22,186850.8,2723.6,6.4,189580.8,4023444.0,1.44,,,,,2723.6,184127.2,254648824.0,539062947.0,47.24,3175,6.98,73108.6,1551573.0,464062,11.49,0.1674,0.0004,11.65,11440450565.0
419,2023-03-06,2.33,20.82,186748.0,2699.9,6.2,189454.1,3945078.0,1.43,,,,,2699.9,184048.1,256681061.0,539246995.0,47.6,3176,7.11,72541.7,1510566.0,466376,11.39,0.1647,0.0004,11.55,11228957375.0
420,2023-03-08,2.33,19.31,186645.2,2732.7,6.9,189384.9,3656260.0,1.44,,,,,2732.7,183912.5,257807733.0,539430908.0,47.79,3176,7.12,70394.7,1359038.0,472253,11.33,0.1659,0.0004,11.5,10414238117.0
421,2023-03-10,2.38,17.27,186542.5,3283.4,49.8,189875.7,3278395.0,1.73,,,,,3283.4,183259.1,259686723.0,539614167.0,48.12,3178,7.15,70240.9,1212780.0,472666,11.05,0.1944,0.0029,11.24,9316981948.0
422,2023-03-13,2.33,20.03,186439.5,2497.2,9.6,188946.4,3783769.0,1.32,,,,,2497.2,183942.2,261423030.0,539798109.0,48.43,3180,7.16,69471.6,1391213.0,479889,11.16,0.1495,0.0006,11.31,10809794504.0
423,2023-03-15,2.33,20.31,186336.8,2303.1,16.7,188656.5,3832472.0,1.22,,,,,2303.1,184033.7,262068939.0,539982143.0,48.53,3182,7.17,68676.5,1395133.0,481189,11.13,0.1376,0.001,11.27,10969493485.0
424,2023-03-17,2.33,20.26,186234.2,2156.3,8.3,188398.8,3817018.0,1.14,,,,,2156.3,184077.8,264346690.0,540166220.0,48.94,3184,7.18,67957.3,1376837.0,488094,11.03,0.1277,0.0005,11.16,10943936428.0
425,2023-03-20,2.25,22.76,186131.6,2191.1,8.1,188330.8,4286441.0,1.16,,,,,2191.1,183940.4,264963591.0,540350161.0,49.04,3179,7.2,67518.1,1536724.0,487146,11.4,0.1342,0.0005,11.54,12298463471.0
426,2023-03-22,2.29,22.29,186029.0,2101.2,12.8,188143.0,4192878.0,1.12,,,,,2101.2,183927.7,266229735.0,540534089.0,49.25,3184,7.22,67337.6,1500659.0,501357,11.14,0.1258,0.0008,11.26,12046121229.0
427,2023-03-24,2.29,21.48,185926.4,2027.9,9.2,187963.5,4037488.0,1.08,,,,,2027.9,183898.5,266478084.0,540717987.0,49.28,3188,7.23,67259.0,1444735.0,499089,11.12,0.1213,0.0005,11.24,11614716237.0
428,2023-03-27,2.25,20.33,185823.9,2017.0,11.0,187851.9,3818683.0,1.07,,,,,2017.0,183806.9,265297458.0,540901794.0,49.05,3191,7.22,67444.8,1371029.0,493820,11.37,0.1234,0.0007,11.49,10995538062.0
429,2023-03-29,2.25,21.07,185721.3,2037.0,12.2,187770.5,3955634.0,1.08,,,,,2037.0,183684.4,267182164.0,541085478.0,49.38,3207,7.23,67066.8,1412851.0,496989,11.28,0.1238,0.0007,11.41,11398679534.0
430,2023-03-31,2.25,20.66,185618.8,2023.4,19.0,187661.1,3877698.0,1.08,,,,,2023.4,183595.4,268727286.0,541269074.0,49.65,3211,7.27,69743.5,1441132.0,516726,11.21,0.1222,0.0011,11.34,11184404500.0
431,2023-04-02,2.29,20.85,185516.3,2036.8,11.6,187564.6,3910130.0,1.09,,,,,2036.8,183479.4,266562307.0,541452553.0,49.23,3216,7.28,69919.9,1457610.0,501978,11.09,0.1218,0.0007,11.21,11287574894.0
432,2023-04-05,2.29,21.04,185413.7,2044.5,17.8,187476.1,3944204.0,1.09,,,,,2044.5,183369.2,268463167.0,541635922.0,49.57,3230,7.28,69421.5,1460520.0,511373,11.01,0.1214,0.0011,11.13,11395173500.0
433,2023-04-07,2.25,20.49,185311.2,2022.7,12.6,187346.4,3838780.0,1.08,,,,,2022.7,183288.5,268597708.0,541819211.0,49.57,3239,7.28,69441.8,1422882.0,510350,11.2,0.1222,0.0008,11.32,11102026135.0
434,2023-04-09,2.25,20.19,185208.6,2086.6,14.2,187309.4,3780853.0,1.11,,,,,2086.6,183122.1,267500887.0,542002333.0,49.35,3249,7.26,69327.1,1399372.0,515305,11.24,0.1266,0.0009,11.37,10940354729.0
435,2023-04-12,2.29,23.54,185106.1,2105.1,17.4,187228.6,4407953.0,1.12,,,,,2105.1,183001.0,264469438.0,542185334.0,48.78,3254,7.25,69603.8,1638694.0,514082,11.16,0.1269,0.0011,11.28,12764755915.0
436,2023-04-14,2.29,24.77,185003.5,2036.7,13.7,187053.9,4633020.0,1.09,,,,,2036.7,182966.9,264684525.0,542368301.0,48.8,3266,7.3,69403.7,1719017.0,511927,11.14,0.1226,0.0008,11.26,13433577695.0
437,2023-04-16,2.29,24.45,184901.0,2060.8,16.6,186978.4,4570785.0,1.1,,,,,2060.8,182840.2,264981386.0,542551141.0,48.84,3269,7.28,69696.5,1703767.0,517661,11.12,0.124,0.001,11.25,13262945218.0
438,2023-04-19,2.29,23.64,184798.4,2075.9,23.2,186897.5,4418920.0,1.11,,,,,2075.9,182722.5,264933919.0,542733863.0,48.81,3280,7.26,69725.4,1648554.0,520471,11.12,0.1249,0.0014,11.24,12832150714.0
439,2023-04-21,2.38,21.94,184695.9,2121.4,19.8,186837.0,4100028.0,1.14,,,,,2121.4,182574.5,267385111.0,542916438.0,49.25,3291,7.27,69317.6,1521135.0,514130,10.62,0.122,0.0011,10.75,11913980760.0
440,2023-04-23,2.33,21.74,184593.3,2103.4,14.2,186710.9,4058414.0,1.13,,,,,2103.4,182489.9,267794000.0,543098928.0,49.31,3306,7.27,69160.0,1503285.0,516775,10.79,0.123,0.0008,10.91,11804990645.0
441,2023-04-26,2.29,22.11,184490.8,2089.4,17.7,186597.9,4125880.0,1.12,,,,,2089.4,182401.4,267361796.0,543281329.0,49.21,3319,7.26,69099.1,1527855.0,521933,11.0,0.1246,0.0011,11.12,12012534972.0
442,2023-04-28,2.29,22.69,184388.2,2096.6,14.2,186499.0,4231540.0,1.12,,,,,2096.6,182291.6,265417270.0,543463621.0,48.84,3324,7.29,69486.1,1576595.0,527990,11.07,0.1259,0.0009,11.2,12330831023.0
443,2023-04-30,2.29,23.38,184285.7,2130.5,18.0,186434.2,4359052.0,1.14,,,,,2130.5,182155.2,265714442.0,543645776.0,48.88,3330,7.29,69355.0,1621602.0,526975,11.05,0.1278,0.0011,11.18,12711080049.0
444,2023-05-03,2.29,21.74,184183.1,2098.6,22.0,186303.7,4049952.0,1.13,,,,,2098.6,182084.6,265731537.0,543827861.0,48.86,3338,7.28,69189.6,1504073.0,531342,11.05,0.1259,0.0013,11.17,11821967959.0
445,2023-05-05,2.38,22.24,184080.6,2413.0,42.6,186536.2,4147781.0,1.29,,,,,2413.0,181667.6,266968494.0,544009528.0,49.07,3350,7.2,69065.0,1535715.0,530793,10.6,0.139,0.0025,10.75,12096486311.0
446,2023-05-07,2.38,22.24,183977.9,2445.0,55.4,186478.3,4146365.0,1.31,,,,,2445.0,181533.0,264562383.0,544191061.0,48.62,3362,7.18,69060.8,1535575.0,527221,10.69,0.1421,0.0032,10.84,12100144931.0
447,2023-05-10,2.38,20.86,183875.3,2536.0,55.6,186466.9,3890139.0,1.36,,,,,2536.0,181339.3,265826835.0,544372400.0,48.83,3370,7.28,69087.6,1441330.0,533002,10.64,0.1467,0.0032,10.79,11356893597.0
448,2023-05-12,2.42,20.33,183772.6,2213.5,29.2,186015.3,3781045.0,1.19,,,,,2213.5,181559.1,263935188.0,544553960.0,48.47,3380,7.3,69388.3,1410424.0,539409,10.52,0.1268,0.0017,10.65,11068891186.0
449,2023-05-15,2.38,21.26,183670.0,2246.8,35.2,185952.0,3954256.0,1.21,,,,,2246.8,181423.2,263738769.0,544735383.0,48.42,3396,7.29,69241.8,1472423.0,539284,10.71,0.131,0.0021,10.84,11583760087.0
450,2023-05-17,2.38,20.81,183567.5,2236.5,27.2,185831.1,3867017.0,1.2,,,,,2236.5,181331.0,263884548.0,544916714.0,48.43,3400,7.29,69021.1,1436282.0,538679,10.7,0.1303,0.0016,10.83,11339338400.0
451,2023-05-19,2.38,20.42,183464.9,2141.8,25.7,185632.4,3791188.0,1.15,,,,,2141.8,181323.1,264173979.0,545098037.0,48.46,3412,7.28,69150.1,1412258.0,534729,10.68,0.1247,0.0015,10.81,11132586418.0
452,2023-05-22,2.33,19.71,183362.3,2107.7,25.5,185495.5,3656091.0,1.14,,,,,2107.7,181254.6,264439458.0,545279292.0,48.5,3419,7.29,69211.5,1364148.0,545535,10.85,0.1248,0.0015,10.98,10747379103.0
453,2023-05-24,2.29,19.44,183259.8,2335.3,150.1,185745.3,3611592.0,1.26,,,,,2335.3,180924.5,264662903.0,545460216.0,48.52,3422,7.28,69155.2,1344638.0,546296,11.04,0.1406,0.009,11.19,10605811015.0
454,2023-05-26,2.38,19.36,183157.2,2196.3,45.6,185399.1,3589636.0,1.18,,,,,2196.3,180960.9,264253362.0,545641177.0,48.43,3432,7.27,69137.6,1338619.0,541048,10.66,0.1278,0.0027,10.79,10564522587.0
455,2023-05-29,2.29,20.68,183054.7,2517.0,114.5,185686.1,3840763.0,1.36,,,,,2517.0,180537.7,264742267.0,545821715.0,48.5,3435,7.25,68993.6,1427075.0,538984,11.02,0.1515,0.0069,11.18,11289867315.0
456,2023-05-31,2.33,20.78,182952.0,2219.2,59.4,185230.6,3849066.0,1.2,,,,,2219.2,180732.8,264176774.0,546002447.0,48.38,3439,7.23,68982.5,1433447.0,545730,10.84,0.1315,0.0035,10.98,11345855023.0
457,2023-06-02,2.33,21.07,182849.5,2171.4,95.9,185116.8,3900764.0,1.17,,,,,2171.4,180678.0,264064137.0,546183125.0,48.35,3443,7.23,67618.3,1424846.0,544470,10.84,0.1287,0.0057,10.97,11509121510.0
458,2023-06-05,2.33,21.08,182746.9,2227.3,71.8,185046.0,3901110.0,1.2,,,,,2227.3,180519.7,264097957.0,546363645.0,48.34,3446,7.24,67568.1,1424460.0,546116,10.83,0.132,0.0043,10.97,11518351099.0
459,2023-06-07,2.38,19.64,182644.4,2313.1,127.0,185084.5,3635625.0,1.25,,,,,2313.1,180331.3,264149629.0,546543976.0,48.33,3446,7.24,67500.9,1325924.0,543659,10.63,0.1347,0.0074,10.78,10735793693.0
460,2023-06-09,2.38,18.53,182541.8,2356.9,172.2,185070.9,3428862.0,1.27,,,,,2356.9,180185.0,264364768.0,546724161.0,48.35,3440,7.23,67526.4,1251082.0,543241,10.62,0.1371,0.01,10.77,10129317999.0
461,2023-06-12,2.46,15.25,182439.2,2220.3,137.0,184796.5,2817653.0,1.2,,,,,2220.3,180219.0,265239165.0,546904380.0,48.5,3442,7.23,67284.1,1025903.0,538853,10.22,0.1244,0.0077,10.35,8338829591.0
462,2023-06-14,2.38,15.05,182336.7,2224.1,73.9,184634.8,2778471.0,1.2,,,,,2224.1,180112.6,265189688.0,547084493.0,48.47,3445,7.24,67213.9,1011466.0,550837,10.57,0.129,0.0043,10.71,8232785795.0
463,2023-06-17,2.25,15.68,182234.2,2182.9,57.2,184474.3,2891699.0,1.18,,,,,2182.9,180051.3,264550604.0,547264544.0,48.34,3447,7.24,67173.1,1052962.0,544282,11.18,0.1339,0.0035,11.32,8578561754.0
464,2023-06-19,2.21,15.61,182131.7,2268.8,69.7,184470.3,2880240.0,1.23,,,,,2268.8,179862.8,265615299.0,547444407.0,48.52,3449,7.24,66984.1,1045861.0,547576,11.34,0.1413,0.0043,11.49,8547565069.0
465,2023-06-21,2.25,16.9,182029.1,2291.8,140.3,184461.3,3118017.0,1.24,,,,,2291.8,179737.3,265610419.0,547624144.0,48.5,3455,7.23,67094.1,1134116.0,547653,11.13,0.1401,0.0086,11.27,9256692470.0
466,2023-06-23,2.25,16.81,181926.6,2232.4,77.0,184236.0,3097429.0,1.21,,,,,2232.4,179694.2,266003827.0,547803839.0,48.56,3467,7.23,67029.2,1126915.0,548520,11.1,0.1362,0.0047,11.24,9209837912.0
467,2023-06-26,2.25,16.68,181824.1,2317.5,61.7,184203.3,3073272.0,1.26,,,,,2317.5,179506.6,265913604.0,547983345.0,48.53,3471,7.23,66938.4,1116810.0,547582,11.1,0.1415,0.0038,11.25,9142626436.0
468,2023-06-28,2.21,16.2,181721.6,2297.0,185.9,184204.5,2984938.0,1.25,,,,,2297.0,179424.5,265975275.0,548162770.0,48.52,3474,7.23,66820.7,1082794.0,550443,11.3,0.1428,0.0116,11.45,8882692183.0
469,2023-06-30,2.21,18.79,181619.0,2240.2,166.7,184025.9,3458569.0,1.22,,,,,2240.2,179378.8,266174237.0,548342149.0,48.54,3480,7.23,66688.9,1253345.0,548147,11.29,0.1392,0.0104,11.44,10305500454.0
470,2023-07-02,2.21,19.16,181516.5,2218.8,36.3,183771.6,3520662.0,1.21,,,,,2218.8,179297.8,266346940.0,548521446.0,48.56,3483,7.25,66788.9,1279529.0,553517,11.27,0.1378,0.0023,11.41,10508471022.0
471,2023-07-05,2.21,18.99,181414.0,2241.3,128.4,183783.7,3489319.0,1.22,,,,,2241.3,179172.8,265584789.0,548700619.0,48.4,3488,7.23,67289.0,1277549.0,542839,11.3,0.1396,0.008,11.45,10417633766.0
472,2023-07-07,2.21,20.6,181311.5,2298.2,70.7,183680.4,3784626.0,1.25,,,,,2298.2,179013.4,264276113.0,548879633.0,48.15,3496,7.21,67297.6,1386627.0,545753,11.35,0.1438,0.0044,11.5,11309340837.0
473,2023-07-09,2.21,21.59,181209.0,2185.5,38.5,183433.0,3960700.0,1.19,,,,,2185.5,179023.6,266214987.0,549058656.0,48.49,3504,7.22,67015.3,1447000.0,543700,11.26,0.1358,0.0024,11.4,11855320258.0
